timestamp,round,epochs_done,train_mae_fs,val_mae_fs,train_mae_ys,val_mae_ys,worst_val_node,best_train_node,worst_rel_pct,best_rel_pct,curate_count_after,phase,mask_op,batch_k,effective_k,worst_nodes,best_nodes,elapsed_sec
2026-05-20 03:39:05,146,100,0.06477266,0.04986430,0.04456372,0.03800721,34,285,27.32748222,0.26356059,50,exchange,exchange,1,1,34,285,29.2348
2026-05-20 03:39:34,147,100,0.06377389,0.04952639,0.04553558,0.03564668,172,401,28.22710419,0.23816031,50,exchange,exchange,1,1,172,401,29.1522
2026-05-20 03:40:03,148,100,0.06326835,0.04681755,0.04237001,0.03416584,335,89,18.65696144,0.54542148,50,exchange,exchange,1,1,335,89,29.1887
2026-05-20 03:40:32,149,100,0.06667850,0.04985223,0.04542896,0.03387249,497,366,21.33586502,0.16566272,50,exchange,exchange,1,1,497,366,29.1930
2026-05-20 03:41:01,150,100,0.06436548,0.04555451,0.04558585,0.03264542,44,437,19.87466049,0.21801662,50,exchange,exchange,1,1,44,437,29.2323
2026-05-20 03:41:30,151,100,0.06683768,0.04612919,0.04529413,0.03259084,380,83,21.44398308,0.32957172,50,exchange,exchange,1,1,380,83,29.1572
2026-05-20 03:42:00,152,100,0.06562715,0.04812200,0.04923750,0.03940570,437,3,26.33123016,0.29276130,50,exchange,exchange,1,1,437,3,29.1713
2026-05-20 03:42:29,153,100,0.06379699,0.04265399,0.04628726,0.03265227,474,316,23.57023239,0.64945388,50,exchange,exchange,1,1,474,316,29.1483
2026-05-20 03:42:58,154,100,0.06560536,0.04993445,0.04702227,0.03856410,370,172,19.97051620,0.11388581,50,exchange,exchange,1,1,370,172,29.1834
2026-05-20 03:43:27,155,100,0.06197568,0.04476952,0.04317528,0.03867945,97,352,18.04100227,0.35998017,50,exchange,exchange,1,1,97,352,29.1473
2026-05-20 03:43:56,156,100,0.06252664,0.04731528,0.04458410,0.03670803,168,167,20.19387817,0.26551729,50,exchange,exchange,1,1,168,167,29.2150
2026-05-20 03:44:26,157,100,0.06234534,0.04801804,0.04322464,0.03242640,544,262,19.23416710,0.24500817,50,exchange,exchange,1,1,544,262,29.1671
2026-05-20 03:44:55,158,100,0.06412736,0.04674569,0.04259665,0.03213939,180,524,20.83927536,0.29079384,50,exchange,exchange,1,1,180,524,29.2214
2026-05-20 03:45:24,159,100,0.06225296,0.04720720,0.04455268,0.03438072,328,509,19.53567123,0.52273834,50,exchange,exchange,1,1,328,509,29.2343
2026-05-20 03:45:53,160,100,0.06324831,0.04976724,0.04457570,0.03605179,20,373,17.56705666,0.59063923,50,exchange,exchange,1,1,20,373,29.1288
2026-05-20 03:46:22,161,100,0.06303092,0.04878274,0.04182388,0.03237281,285,188,21.75462723,0.46072394,50,exchange,exchange,1,1,285,188,29.1428
2026-05-20 03:46:51,162,100,0.06320424,0.04775315,0.04513044,0.03273431,361,302,21.84786606,0.41706461,50,exchange,exchange,1,1,361,302,29.1277
2026-05-20 03:47:21,163,100,0.06668966,0.05432930,0.04426870,0.03195349,401,54,25.24373245,0.61520725,50,exchange,exchange,1,1,401,54,29.1761
2026-05-20 03:47:50,164,100,0.06188160,0.04580398,0.04368734,0.03444002,512,82,18.81842041,0.36748868,50,exchange,exchange,1,1,512,82,29.2108
2026-05-20 03:48:19,165,100,0.06142803,0.04689925,0.04547190,0.03524100,75,541,19.57961655,0.63352883,50,exchange,exchange,1,1,75,541,29.2139
2026-05-20 03:48:48,166,100,0.06066799,0.04589186,0.04667882,0.03644283,279,401,19.15315437,0.51864707,50,exchange,exchange,1,1,279,401,29.1229
2026-05-20 03:49:17,167,100,0.06322680,0.04649081,0.04505805,0.03651690,463,544,19.43493652,0.36054790,50,exchange,exchange,1,1,463,544,29.1114
