epoch,train_mse_uts,train_mse_fs,full_mae_uts,full_mae_fs,full_score
3046,0.00922058,0.02789587,0.05493573,0.09211513,0.14705087
3047,0.01037302,0.02553825,0.05343563,0.09071714,0.14415277
3048,0.00866899,0.02896916,0.05416413,0.09102124,0.14518537
3049,0.00838080,0.02849737,0.05631461,0.09180035,0.14811496
3050,0.00976527,0.02740243,0.05398234,0.09302372,0.14700606
3051,0.00933864,0.02783552,0.05256623,0.09369504,0.14626127
3052,0.01032773,0.02921128,0.05313163,0.09367324,0.14680487
3053,0.00982798,0.02705918,0.05244529,0.09340722,0.14585251
3054,0.00997257,0.02753108,0.05372144,0.09487224,0.14859368
3055,0.00843637,0.02616601,0.05395558,0.09775374,0.15170933
3056,0.00907758,0.02910933,0.05178645,0.09761243,0.14939889
3057,0.00895215,0.02719182,0.05223871,0.09545722,0.14769593
3058,0.00968052,0.03095704,0.05616993,0.09264683,0.14881676
3059,0.00968616,0.02959194,0.05798798,0.09305205,0.15104004
3060,0.00991863,0.02786374,0.05311760,0.09378581,0.14690341
3061,0.00984531,0.02763614,0.05260485,0.09449459,0.14709944
3062,0.00912742,0.03003460,0.05407413,0.09636763,0.15044177
3063,0.01048019,0.02849372,0.05208395,0.09914044,0.15122439
3064,0.01023364,0.02935140,0.05100376,0.09902927,0.15003303
3065,0.01024936,0.02558118,0.05209682,0.09633000,0.14842682
3066,0.00873523,0.02675658,0.05315894,0.09370463,0.14686357
3067,0.01091092,0.02707776,0.05138388,0.09249845,0.14388233
3068,0.00894860,0.02709102,0.04957019,0.09191896,0.14148915
3069,0.00942668,0.02820355,0.05017582,0.09142878,0.14160460
3070,0.00979375,0.02631689,0.05105624,0.09198459,0.14304084
3071,0.01036423,0.02753597,0.05372090,0.09459442,0.14831532
3072,0.00909702,0.02602123,0.05445782,0.09567267,0.15013049
3073,0.00933911,0.02889148,0.05276430,0.09588095,0.14864524
3074,0.00989180,0.02584195,0.05209593,0.09515112,0.14724705
3075,0.00968507,0.02869894,0.05285306,0.09388594,0.14673899
3076,0.00896146,0.02704114,0.05205848,0.09179243,0.14385091
3077,0.00872401,0.02479248,0.05000066,0.09238250,0.14238316
3078,0.00981023,0.03151137,0.05105839,0.09450565,0.14556403
3079,0.00844448,0.03335449,0.05205342,0.09582940,0.14788283
3080,0.00882338,0.02956310,0.05163322,0.09455550,0.14618872
3081,0.00940834,0.02943472,0.05019560,0.09433363,0.14452923
3082,0.01065306,0.03035096,0.05037022,0.09447555,0.14484577
3083,0.00924027,0.02921569,0.05056977,0.09305948,0.14362925
3084,0.00893764,0.02789561,0.05192766,0.09575917,0.14768683
3085,0.00870483,0.02666476,0.05442169,0.09965440,0.15407609
3086,0.00848015,0.03050528,0.05596383,0.09615052,0.15211435
3087,0.00943729,0.03013622,0.05327198,0.09271581,0.14598780
3088,0.00876868,0.02770460,0.05095885,0.09142382,0.14238267
3089,0.00907564,0.02775583,0.05106289,0.09180167,0.14286456
3090,0.00897774,0.02809116,0.05085198,0.09344061,0.14429259
3091,0.00891077,0.02973447,0.04913072,0.09398255,0.14311327
3092,0.00920902,0.02509209,0.05043625,0.09343105,0.14386730
3093,0.01022676,0.02668182,0.05344440,0.09378276,0.14722716
3094,0.01004793,0.02803474,0.05166093,0.09483112,0.14649205
3095,0.00928859,0.02667184,0.04933316,0.09399550,0.14332866
3096,0.00971388,0.02800101,0.05051200,0.09315555,0.14366755
3097,0.00937639,0.02642056,0.05041997,0.09379246,0.14421243
3098,0.00898115,0.02658517,0.04968578,0.09583313,0.14551891
3099,0.00951809,0.02794186,0.05023327,0.09856576,0.14879903
3100,0.00849637,0.02725255,0.05115775,0.09654541,0.14770317
3101,0.00917565,0.02550725,0.05167740,0.09382341,0.14550081
3102,0.01014999,0.02843410,0.05067656,0.09207101,0.14274757
3103,0.00845235,0.03121476,0.04963901,0.09328826,0.14292727
3104,0.00949608,0.02712211,0.05027766,0.09351067,0.14378833
3105,0.00891341,0.02712079,0.05163918,0.09372572,0.14536490
3106,0.00893778,0.02948435,0.05318551,0.09362715,0.14681266
3107,0.00934309,0.02625159,0.05241705,0.09422070,0.14663775
3108,0.00893287,0.03012531,0.05093262,0.09131301,0.14224564
3109,0.00876262,0.02806837,0.04947072,0.08999176,0.13946247
3110,0.00781944,0.03357950,0.04876840,0.09121986,0.13998826
3111,0.00853206,0.02608297,0.04934545,0.09130923,0.14065468
3112,0.00938421,0.02507001,0.04974298,0.09166683,0.14140980
3113,0.00990674,0.02891991,0.04981370,0.09702163,0.14683533
3114,0.00972567,0.03019407,0.04978017,0.09861777,0.14839794
3115,0.00846443,0.02939152,0.05083779,0.09532285,0.14616064
3116,0.00971380,0.02667371,0.05250210,0.09247390,0.14497600
3117,0.00828167,0.02873238,0.05440435,0.09203573,0.14644009
3118,0.00919756,0.02669791,0.05478309,0.09193621,0.14671930
3119,0.01019564,0.02819218,0.05371317,0.09225383,0.14596700
3120,0.00948315,0.02460721,0.05177852,0.09399275,0.14577127
3121,0.00943582,0.02702465,0.05166567,0.09441370,0.14607937
3122,0.00928048,0.03047426,0.05278314,0.09449049,0.14727363
3123,0.00944526,0.02713875,0.05323702,0.09422611,0.14746313
3124,0.00974770,0.02655622,0.05201722,0.09354198,0.14555920
3125,0.01007081,0.02872426,0.05144041,0.09319218,0.14463259
3126,0.00937173,0.02801843,0.05069255,0.09378584,0.14447838
3127,0.00920732,0.02971462,0.05042392,0.09438888,0.14481280
3128,0.00906609,0.02751402,0.04923865,0.09454518,0.14378383
3129,0.00974846,0.02890145,0.04895665,0.09393260,0.14288925
3130,0.00884681,0.02706258,0.04888673,0.09332484,0.14221157
3131,0.00903279,0.02672439,0.04930867,0.09363215,0.14294082
3132,0.00807500,0.02904984,0.05005338,0.09456417,0.14461755
3133,0.00815271,0.02752523,0.05107123,0.09496693,0.14603816
3134,0.00840480,0.02947821,0.05178963,0.09434189,0.14613152
3135,0.00992804,0.02723194,0.05197032,0.09376161,0.14573193
3136,0.00944854,0.03275020,0.05117396,0.09281708,0.14399103
3137,0.01003485,0.02909381,0.05157246,0.09331775,0.14489022
3138,0.00866892,0.02750060,0.05163651,0.09533515,0.14697166
3139,0.00977914,0.02820087,0.05034605,0.09409735,0.14444339
3140,0.00887091,0.02673318,0.04953541,0.09233627,0.14187169
3141,0.00864307,0.02477014,0.04955593,0.09255209,0.14210802
3142,0.00947049,0.02774949,0.05006327,0.09237884,0.14244211
3143,0.01008199,0.02736557,0.05025167,0.09158575,0.14183741
3144,0.00883074,0.03171001,0.05027905,0.09287719,0.14315623
3145,0.01003432,0.02729723,0.05026756,0.09562288,0.14589044
3146,0.00786919,0.02883464,0.05024510,0.09597532,0.14622042
3147,0.00864444,0.02478538,0.05032906,0.09623426,0.14656333
3148,0.00874332,0.03204330,0.05099015,0.09577651,0.14676666
3149,0.00806793,0.02763492,0.04996141,0.09580256,0.14576397
3150,0.00865113,0.02660907,0.04928696,0.09482306,0.14411002
3151,0.00846025,0.02757277,0.04914314,0.09332570,0.14246883
3152,0.00932314,0.02632999,0.04941859,0.09292252,0.14234111
3153,0.00896175,0.03101926,0.04962353,0.09311546,0.14273899
3154,0.00884661,0.02752223,0.04964692,0.09393466,0.14358158
3155,0.00763676,0.03011495,0.04902653,0.09359951,0.14262604
3156,0.00965296,0.02700902,0.04868143,0.09333078,0.14201220
3157,0.00905920,0.02684532,0.04893387,0.09375098,0.14268485
3158,0.00953826,0.02773998,0.04952015,0.09387331,0.14339346
3159,0.00917594,0.02652581,0.05084251,0.09404323,0.14488574
3160,0.00832343,0.02882969,0.05117747,0.09379721,0.14497469
3161,0.00915521,0.02825415,0.04966106,0.09285669,0.14251775
3162,0.00795012,0.02516928,0.04844057,0.09198009,0.14042066
3163,0.00897473,0.02688245,0.04799818,0.09102074,0.13901892
3164,0.00878682,0.02895593,0.04878074,0.09004445,0.13882520
3165,0.00958631,0.03132897,0.04988904,0.09051754,0.14040658
3166,0.00895346,0.02800139,0.04964191,0.09403583,0.14367774
3167,0.00852562,0.02728136,0.04960169,0.09291694,0.14251864
3168,0.00831880,0.02483353,0.05104711,0.09142986,0.14247697
3169,0.00894091,0.02877217,0.05155455,0.09127755,0.14283209
3170,0.00942685,0.02610397,0.05059348,0.09091567,0.14150916
3171,0.00873759,0.02856680,0.05025924,0.09048184,0.14074108
3172,0.01027305,0.02778829,0.04941728,0.09166906,0.14108634
3173,0.00871602,0.02671961,0.04831095,0.09334168,0.14165263
3174,0.00907738,0.02604413,0.04775030,0.09285726,0.14060755
3175,0.00938787,0.02535618,0.04756862,0.09060939,0.13817802
3176,0.00863359,0.02573212,0.04924975,0.09070893,0.13995867
3177,0.00911878,0.02598075,0.05012998,0.09115428,0.14128426
3178,0.00896194,0.02939172,0.04992323,0.09132456,0.14124779
3179,0.00889517,0.02412117,0.05070290,0.09423645,0.14493934
3180,0.00819776,0.02499134,0.05163353,0.09825609,0.14988961
3181,0.00928795,0.02979492,0.05187958,0.09687917,0.14875875
3182,0.00899352,0.02867440,0.05204742,0.09307308,0.14512050
3183,0.00974083,0.02682413,0.05174954,0.09316772,0.14491726
3184,0.00916604,0.02679745,0.05181766,0.09359591,0.14541357
3185,0.00864942,0.02604307,0.05115133,0.09277633,0.14392766
3186,0.00790859,0.02563234,0.05044700,0.09291449,0.14336149
3187,0.00870159,0.02506955,0.04964586,0.09570879,0.14535465
3188,0.00867365,0.02609692,0.05049759,0.09483773,0.14533532
3189,0.00910685,0.02814083,0.05002989,0.09276650,0.14279639
3190,0.00882290,0.02595661,0.04958973,0.09134876,0.14093849
3191,0.00907941,0.02542083,0.05015804,0.09056353,0.14072157
3192,0.00863812,0.02615026,0.05006810,0.09075262,0.14082072
3193,0.00862653,0.02404342,0.05030461,0.09290640,0.14321101
3194,0.00984135,0.02656549,0.04954397,0.09493461,0.14447858
3195,0.00864170,0.02959158,0.04866562,0.09325028,0.14191590
3196,0.00912568,0.03134638,0.04876876,0.09221426,0.14098302
3197,0.00902644,0.02897469,0.04945319,0.09226850,0.14172169
3198,0.00841410,0.02742845,0.05057927,0.09106438,0.14164365
3199,0.00860846,0.02756043,0.05105773,0.09114315,0.14220088
3200,0.00942041,0.02805105,0.05029620,0.09407032,0.14436652
3201,0.00793043,0.02928265,0.04976263,0.09545458,0.14521721
3202,0.00891010,0.02949542,0.04955071,0.09423368,0.14378439
3203,0.00780246,0.02784858,0.04892342,0.09278102,0.14170444
3204,0.00849558,0.02648953,0.04782175,0.09364317,0.14146491
3205,0.01018963,0.02672622,0.04887018,0.09323701,0.14210719
3206,0.00857570,0.02571609,0.05068961,0.09283412,0.14352372
3207,0.00843492,0.02660657,0.05084340,0.09483135,0.14567475
3208,0.00857845,0.02888161,0.05183802,0.09446187,0.14629989
3209,0.00932880,0.02695390,0.05114022,0.09184661,0.14298682
3210,0.00839294,0.02930493,0.05035188,0.09071290,0.14106477
3211,0.00928813,0.02624773,0.05074627,0.09055349,0.14129977
3212,0.00923935,0.02922965,0.05014687,0.09039579,0.14054266
3213,0.00838780,0.02696631,0.04922461,0.08995877,0.13918338
3214,0.00863574,0.02841677,0.04799396,0.09117067,0.13916463
3215,0.00977078,0.02655066,0.04854653,0.09107064,0.13961717
3216,0.00836816,0.02453430,0.05014138,0.09100821,0.14114959
3217,0.00817582,0.02814373,0.05081841,0.09158602,0.14240442
3218,0.00891291,0.02931905,0.05019195,0.09360969,0.14380164
3219,0.00820771,0.02753882,0.04999232,0.09598432,0.14597665
3220,0.00814014,0.02500591,0.04964166,0.09489875,0.14454041
3221,0.00979234,0.02684952,0.04897467,0.09112842,0.14010309
3222,0.00965664,0.02617213,0.04909660,0.08968612,0.13878272
3223,0.00831938,0.02838821,0.05040460,0.09176397,0.14216858
3224,0.00825472,0.02587052,0.05111246,0.09191846,0.14303092
3225,0.00873388,0.02684069,0.04984516,0.09150498,0.14135014
3226,0.00874981,0.02501289,0.04907258,0.09385239,0.14292497
3227,0.00853216,0.02697126,0.04835683,0.09816285,0.14651968
3228,0.00770363,0.02999881,0.04856351,0.09701159,0.14557509
3229,0.00856119,0.03062130,0.04822598,0.09320236,0.14142834
3230,0.00871975,0.02732345,0.04976132,0.09436796,0.14412928
3231,0.00813856,0.02596180,0.04968791,0.09416226,0.14385017
3232,0.00949748,0.02607098,0.04957339,0.09312384,0.14269723
3233,0.00845175,0.02491519,0.05340341,0.09666890,0.15007231
3234,0.00935505,0.02551092,0.05058941,0.09662417,0.14721358
3235,0.00829331,0.02636927,0.04954041,0.09302800,0.14256841
3236,0.00803358,0.02752295,0.05142689,0.09038275,0.14180963
3237,0.00971403,0.03009610,0.04926415,0.09073922,0.14000337
3238,0.00884725,0.02954087,0.04967536,0.08978266,0.13945802
3239,0.00948445,0.02564027,0.05202245,0.09067717,0.14269962
3240,0.00966830,0.02646593,0.05191099,0.09202030,0.14393129
3241,0.00952587,0.02788950,0.05023963,0.09317227,0.14341189
3242,0.00830169,0.02680037,0.05137369,0.09300893,0.14438261
3243,0.00952405,0.02750997,0.05113993,0.09137865,0.14251858
3244,0.00851590,0.02771762,0.05080208,0.09065869,0.14146077
3245,0.00889366,0.02703910,0.05078890,0.08973993,0.14052884
3246,0.00879417,0.02571957,0.05003452,0.08999101,0.14002553
3247,0.00817494,0.03021734,0.04922072,0.09283954,0.14206026
3248,0.00871503,0.02696401,0.04851135,0.09464067,0.14315202
3249,0.00846943,0.02955869,0.04776964,0.09479874,0.14256838
3250,0.00897031,0.02970819,0.04768845,0.09555505,0.14324351
3251,0.00906371,0.02692488,0.04832296,0.09637402,0.14469698
3252,0.00823339,0.02809256,0.05118502,0.09651911,0.14770414
3253,0.00908655,0.03021282,0.05201355,0.09418174,0.14619529
3254,0.00876943,0.02668222,0.05038206,0.09443845,0.14482051
3255,0.00982219,0.03046352,0.05110399,0.09270985,0.14381385
3256,0.00825328,0.03011910,0.05041052,0.09237865,0.14278917
3257,0.01029711,0.02702254,0.05233746,0.09258297,0.14492043
3258,0.00877070,0.02909373,0.05786736,0.09266441,0.15053177
3259,0.01194577,0.02472877,0.05226242,0.09209273,0.14435515
3260,0.00881877,0.02858848,0.05031163,0.09246912,0.14278074
3261,0.00965316,0.02743134,0.05718523,0.09338763,0.15057286
3262,0.01074398,0.02418550,0.05448164,0.09416404,0.14864568
3263,0.00948708,0.02718579,0.05338617,0.09424587,0.14763204
3264,0.00871042,0.03166975,0.05554125,0.09571131,0.15125256
3265,0.00946220,0.02899691,0.05457254,0.09505115,0.14962370
3266,0.00886416,0.02960418,0.05330501,0.09285781,0.14616282
3267,0.00942201,0.02493475,0.05280916,0.09202231,0.14483147
3268,0.00955865,0.02893350,0.05210915,0.09275011,0.14485926
3269,0.00830348,0.02748993,0.05037390,0.09282632,0.14320022
3270,0.00859781,0.02502951,0.05023677,0.09237809,0.14261487
3271,0.00954954,0.02573152,0.05206953,0.09253351,0.14460303
3272,0.00860972,0.02776504,0.05289821,0.09409595,0.14699415
3273,0.00908064,0.03093988,0.05047658,0.09902044,0.14949702
3274,0.00902619,0.02733924,0.04937803,0.10482217,0.15420021
3275,0.00962501,0.03096987,0.04963455,0.10183689,0.15147144
3276,0.00893442,0.02855652,0.04931724,0.09628423,0.14560147
3277,0.00937844,0.02840247,0.04894797,0.09553998,0.14448795
3278,0.00860933,0.02847039,0.04944017,0.09476616,0.14420633
3279,0.00878005,0.02912649,0.05029457,0.09323590,0.14353048
3280,0.00855172,0.02810637,0.05031280,0.09370364,0.14401644
3281,0.00940701,0.02690428,0.05053205,0.09471605,0.14524810
3282,0.00870389,0.02938145,0.05173683,0.09626080,0.14799763
3283,0.00844015,0.02756408,0.05178925,0.09579942,0.14758867
3284,0.00944403,0.02732211,0.05189484,0.09561656,0.14751140
3285,0.00907061,0.02872352,0.05403154,0.09487490,0.14890643
3286,0.00894093,0.02965068,0.05448826,0.09445893,0.14894719
3287,0.00875457,0.02605387,0.05267573,0.09392629,0.14660202
3288,0.00820046,0.02924238,0.05113100,0.09448344,0.14561444
3289,0.00889771,0.02575056,0.05085044,0.09582385,0.14667430
3290,0.00870426,0.02988767,0.04913872,0.09476794,0.14390665
3291,0.01012383,0.02961109,0.04939603,0.09291677,0.14231281
3292,0.00946032,0.02959784,0.05161199,0.09379906,0.14541106
3293,0.00886811,0.02785701,0.05175491,0.09573786,0.14749277
3294,0.00846162,0.02904980,0.05014272,0.09477589,0.14491861
3295,0.00848699,0.02862500,0.04996093,0.09316803,0.14312895
3296,0.00972996,0.02984793,0.04946404,0.09195030,0.14141433
3297,0.00932475,0.02942992,0.05068153,0.09237888,0.14306041
3298,0.00876661,0.02976167,0.05465275,0.09292921,0.14758196
3299,0.00853860,0.02633041,0.05483971,0.09256037,0.14740008
3300,0.00894749,0.02934317,0.05244636,0.09271090,0.14515726
3301,0.00925764,0.02816596,0.05032394,0.09293626,0.14326020
3302,0.00790961,0.03041058,0.05026573,0.09392220,0.14418793
3303,0.00914701,0.02900195,0.04929087,0.09433883,0.14362970
3304,0.00832917,0.03032252,0.04926151,0.09370288,0.14296439
3305,0.00813625,0.02563194,0.04912138,0.09183097,0.14095234
3306,0.00903848,0.02799459,0.04861455,0.09079452,0.13940907
3307,0.00894019,0.02456511,0.04872768,0.09154955,0.14027723
3308,0.00872325,0.02742846,0.04870563,0.09370785,0.14241348
3309,0.00939867,0.02586766,0.04900996,0.09337210,0.14238206
3310,0.00818387,0.02537785,0.04937050,0.09298237,0.14235288
3311,0.00902683,0.02864182,0.05091045,0.09477568,0.14568613
3312,0.00804759,0.02629596,0.05241204,0.09598240,0.14839444
3313,0.00851594,0.02732541,0.05283682,0.09847795,0.15131477
3314,0.00941417,0.02647337,0.05187742,0.09955094,0.15142836
3315,0.00838844,0.02541799,0.05063103,0.09808159,0.14871262
3316,0.00848583,0.02673738,0.05108203,0.09448524,0.14556727
3317,0.00890818,0.02828827,0.05163818,0.09084762,0.14248580
3318,0.00931153,0.02660481,0.04978232,0.09282716,0.14260947
3319,0.00931548,0.03079287,0.04848425,0.09093070,0.13941495
3320,0.00901239,0.02962163,0.04858093,0.08896622,0.13754715
3321,0.00896377,0.02990278,0.04909025,0.09060562,0.13969588
3322,0.00897224,0.02598503,0.05091445,0.09148387,0.14239832
3323,0.00862017,0.02559596,0.05251973,0.09320879,0.14572852
3324,0.00839921,0.02423982,0.05065336,0.09536460,0.14601796
3325,0.00998808,0.03122802,0.04857242,0.09536347,0.14393589
3326,0.00893385,0.02625629,0.04733828,0.09392464,0.14126292
3327,0.00840515,0.02691554,0.04775268,0.09125940,0.13901208
3328,0.00921193,0.02487239,0.04899401,0.09006403,0.13905804
3329,0.00790623,0.02441522,0.04967596,0.09013186,0.13980782
3330,0.00848276,0.02777783,0.05040058,0.09068568,0.14108626
3331,0.00901682,0.02362853,0.04998476,0.09082133,0.14080609
3332,0.00799750,0.02720747,0.04985556,0.09025376,0.14010932
3333,0.00906848,0.02419093,0.04947649,0.09070585,0.14018234
3334,0.00962735,0.02608742,0.04923001,0.09228133,0.14151133
3335,0.00893240,0.02764697,0.04909758,0.09241375,0.14151133
3336,0.00886654,0.02524529,0.04935301,0.09201165,0.14136466
3337,0.00791742,0.02676377,0.04953379,0.09097423,0.14050803
3338,0.00823921,0.02737448,0.04971346,0.09105587,0.14076933
3339,0.00928388,0.02593826,0.04952967,0.09002482,0.13955449
3340,0.00834463,0.02631290,0.04873787,0.08972275,0.13846062
3341,0.00752257,0.02805296,0.04841506,0.09013245,0.13854751
3342,0.00895004,0.02951735,0.04907115,0.09138296,0.14045411
3343,0.00808837,0.02687430,0.04893859,0.09129374,0.14023232
3344,0.00818862,0.02419693,0.04865280,0.09219310,0.14084590
3345,0.00890299,0.02767879,0.04799646,0.09438139,0.14237785
3346,0.00854421,0.02806303,0.04905289,0.09514450,0.14419739
3347,0.01012701,0.02669752,0.05011515,0.09239665,0.14251180
3348,0.00955953,0.02974044,0.05022398,0.09199678,0.14222077
3349,0.00835541,0.02751588,0.04926573,0.09265210,0.14191783
3350,0.00896188,0.02865343,0.04936400,0.09327247,0.14263647
3351,0.00810389,0.02595759,0.04959827,0.09446211,0.14406038
3352,0.00814321,0.02465011,0.04940590,0.09484729,0.14425319
3353,0.00899458,0.02782249,0.04837254,0.09295021,0.14132275
3354,0.00847177,0.02533338,0.04811238,0.09116303,0.13927541
3355,0.00854291,0.02643563,0.04860246,0.09040006,0.13900251
3356,0.00836015,0.03152526,0.04967595,0.09058764,0.14026359
3357,0.00859571,0.02779603,0.05005133,0.09070552,0.14075685
3358,0.00858259,0.02444171,0.04928929,0.09117984,0.14046913
3359,0.00848524,0.02894175,0.05041030,0.09085999,0.14127029
3360,0.00805506,0.02436057,0.05173804,0.09081542,0.14255346
3361,0.00917215,0.02378969,0.05107908,0.09145034,0.14252942
3362,0.00920429,0.02600568,0.04996355,0.09267540,0.14263894
3363,0.00875722,0.02777262,0.04955025,0.09327878,0.14282903
3364,0.00947935,0.02746597,0.04974557,0.09201384,0.14175941
3365,0.00817768,0.02681058,0.04885484,0.08959222,0.13844706
3366,0.00823145,0.02929951,0.04899766,0.09012776,0.13912542
3367,0.00776722,0.02783830,0.04986237,0.09054504,0.14040741
3368,0.00807450,0.02788351,0.05005836,0.09104833,0.14110669
3369,0.00811792,0.02628974,0.05044127,0.09494587,0.14538714
3370,0.00737923,0.02715098,0.04955311,0.09603056,0.14558367
3371,0.00817272,0.02501706,0.04872491,0.09365446,0.14237937
3372,0.00857360,0.02615632,0.05097591,0.09118840,0.14216431
3373,0.00818077,0.02624447,0.05436694,0.09092548,0.14529242
3374,0.00784542,0.02463218,0.05180121,0.09047998,0.14228119
3375,0.00935291,0.02518147,0.04948749,0.08927427,0.13876176
3376,0.00793070,0.02852498,0.05102889,0.09078367,0.14181256
3377,0.00942824,0.02655660,0.05054673,0.09299206,0.14353879
3378,0.00920289,0.02771519,0.05079686,0.09311873,0.14391559
3379,0.00763115,0.02666021,0.05332378,0.09079949,0.14412327
3380,0.00923908,0.02425990,0.05349317,0.09116267,0.14465585
3381,0.00927197,0.02738953,0.05036128,0.09221186,0.14257314
3382,0.00817426,0.02605321,0.05038698,0.09154936,0.14193634
3383,0.00797739,0.02620922,0.05362127,0.09114216,0.14476343
3384,0.00948140,0.02641751,0.05539561,0.09125359,0.14664919
3385,0.00881947,0.02697019,0.05334850,0.09043813,0.14378663
3386,0.01014457,0.02613414,0.05193494,0.09020002,0.14213496
3387,0.00942082,0.02784102,0.05105714,0.09033775,0.14139488
3388,0.00829161,0.02812908,0.05038332,0.09131704,0.14170036
3389,0.00873785,0.02571666,0.04932841,0.09079798,0.14012639
3390,0.00846866,0.02659271,0.04805759,0.09083974,0.13889733
3391,0.00810523,0.02605445,0.04902653,0.09349614,0.14252267
3392,0.00862018,0.02544497,0.04958200,0.09563151,0.14521351
3393,0.00834671,0.02697781,0.04871881,0.09367182,0.14239063
3394,0.00849732,0.02752228,0.04869477,0.09147397,0.14016874
3395,0.00718375,0.02846281,0.04904362,0.09063544,0.13967906
3396,0.00797482,0.02396587,0.04984466,0.09025136,0.14009602
3397,0.00855260,0.02836365,0.05051984,0.09027044,0.14079028
3398,0.00821988,0.02723403,0.05038172,0.09026542,0.14064713
3399,0.00826242,0.02801870,0.04999776,0.09107317,0.14107093
3400,0.00728936,0.02516453,0.04944286,0.09124216,0.14068502
3401,0.00851562,0.02663977,0.04843731,0.08918510,0.13762240
3402,0.00811235,0.02590763,0.04766986,0.09013866,0.13780852
3403,0.00831987,0.02558428,0.04814505,0.08904727,0.13719232
3404,0.00850059,0.02762726,0.05040339,0.08927140,0.13967479
3405,0.00856872,0.02548886,0.05119450,0.09175322,0.14294772
3406,0.00816840,0.02801250,0.04975691,0.09175423,0.14151113
3407,0.00817100,0.02754282,0.04897409,0.09058435,0.13955843
3408,0.00850146,0.02441276,0.04896003,0.09033815,0.13929818
3409,0.00988073,0.02632903,0.04902277,0.09201939,0.14104216
3410,0.00853453,0.02743131,0.04907616,0.09433778,0.14341394
3411,0.00837414,0.02819028,0.04981709,0.09604523,0.14586233
3412,0.00951985,0.02670260,0.04916028,0.09808263,0.14724291
3413,0.00798754,0.02545854,0.04820256,0.09589942,0.14410198
3414,0.00870062,0.02924666,0.04835201,0.09295380,0.14130581
3415,0.00779135,0.02596439,0.04941034,0.09284510,0.14225544
3416,0.00903845,0.02843414,0.05013962,0.09200080,0.14214042
3417,0.00883744,0.02758614,0.04932553,0.09147613,0.14080166
3418,0.00880908,0.02653222,0.04893936,0.09175273,0.14069209
3419,0.00865444,0.02796970,0.04886606,0.09160609,0.14047214
3420,0.00884850,0.02766057,0.04902944,0.09194989,0.14097932
3421,0.00962191,0.02715459,0.04953725,0.09287298,0.14241023
3422,0.00910131,0.02717590,0.04972647,0.09361693,0.14334340
3423,0.00937914,0.02636344,0.04841781,0.09470636,0.14312417
3424,0.00792927,0.02554551,0.04795643,0.09518974,0.14314618
3425,0.00835261,0.02676480,0.04802791,0.09387530,0.14190322
3426,0.00947297,0.02876522,0.04726063,0.09256770,0.13982834
3427,0.00986931,0.02793442,0.04976408,0.09282462,0.14258870
3428,0.00870246,0.02699383,0.04944401,0.09317997,0.14262398
3429,0.00838835,0.02941909,0.04925354,0.09118076,0.14043431
3430,0.00924372,0.02791842,0.04985810,0.08961011,0.13946821
3431,0.00821013,0.02824915,0.04918860,0.09115674,0.14034535
3432,0.00894649,0.02575569,0.04936867,0.09538271,0.14475138
3433,0.00838095,0.02906566,0.05125320,0.09523124,0.14648444
3434,0.00867277,0.02586928,0.04947712,0.09330107,0.14277818
3435,0.00865832,0.02875053,0.04853480,0.09310782,0.14164262
3436,0.00886934,0.02483838,0.04884825,0.09340299,0.14225124
3437,0.00847320,0.02824812,0.05040363,0.09343849,0.14384212
3438,0.00825692,0.03012166,0.05247007,0.09332933,0.14579940
3439,0.00831959,0.02918882,0.05263949,0.09190980,0.14454929
3440,0.00889278,0.02638393,0.05070587,0.09112335,0.14182922
3441,0.00897455,0.02442593,0.04950261,0.09176518,0.14126779
3442,0.00886305,0.02501623,0.04830979,0.09319446,0.14150425
3443,0.00832417,0.02643660,0.04847950,0.09445608,0.14293558
3444,0.00818118,0.02546286,0.04949522,0.09497966,0.14447488
3445,0.00920327,0.02736743,0.05040924,0.09351662,0.14392585
3446,0.00856579,0.02436146,0.04946637,0.09133084,0.14079721
3447,0.00770458,0.02591415,0.04894743,0.09115537,0.14010280
3448,0.00812823,0.02716385,0.04978556,0.09082228,0.14060784
3449,0.00985170,0.02862936,0.04960619,0.09050035,0.14010654
3450,0.00793740,0.02585179,0.04851684,0.09003171,0.13854856
3451,0.00788675,0.02656288,0.04916624,0.08874536,0.13791160
3452,0.00792583,0.02699505,0.04978211,0.09347076,0.14325287
3453,0.00819248,0.02634985,0.04701047,0.09801817,0.14502864
3454,0.00779182,0.02595866,0.04724776,0.09711034,0.14435810
3455,0.00909414,0.02717604,0.04705360,0.09311911,0.14017271
3456,0.00840478,0.02787898,0.04822002,0.09307373,0.14129375
3457,0.00772278,0.02622385,0.05004081,0.09207529,0.14211610
3458,0.00903772,0.03016759,0.05045794,0.09014803,0.14060597
3459,0.00884913,0.02421331,0.04968214,0.09362116,0.14330330
3460,0.00826575,0.02683530,0.04938156,0.09567986,0.14506141
3461,0.00783516,0.02473336,0.04768153,0.09211448,0.13979601
3462,0.00773747,0.02484799,0.04724720,0.09108707,0.13833428
3463,0.00798178,0.02782082,0.04974362,0.09245030,0.14219391
3464,0.00959638,0.02874892,0.05007741,0.09227998,0.14235739
3465,0.00769933,0.02595431,0.04769613,0.09411883,0.14181496
3466,0.00896331,0.02723483,0.04666714,0.09540234,0.14206947
3467,0.00770661,0.02613670,0.04707836,0.09458278,0.14166114
3468,0.00815978,0.02786235,0.04778377,0.09166025,0.13944402
